Id,Category
160,Rafting
161,Swing
162,ParallelBars
163,WritingOnBoard
164,HighJump
165,BalanceBeam
166,Biking
167,MoppingFloor
168,Bowling
169,Swing
170,Lunges
171,BreastStroke
172,HorseRiding
173,WalkingWithDog
174,JumpRope
175,Diving
176,Fencing
177,CliffDiving
178,Biking
179,Punch
180,JavelinThrow
181,Fencing
182,LongJump
183,Skijet
184,RockClimbingIndoor
185,BlowingCandles
186,BabyCrawling
187,Rowing
188,PlayingGuitar
189,PizzaTossing
190,IceDancing
191,Kayaking
192,CliffDiving
193,PommelHorse
194,SalsaSpin
195,Drumming
196,HulaHoop
197,Haircut
198,BlowDryHair
199,WalkingWithDog
200,PlayingDhol
201,PushUps
202,SkyDiving
203,Basketball
204,SumoWrestling
205,Fencing
206,BrushingTeeth
207,PoleVault
208,TrampolineJumping
209,Skijet
210,WalkingWithDog
211,MoppingFloor
212,RopeClimbing
213,TaiChi
214,Basketball
215,Swing
216,SoccerPenalty
217,StillRings
218,HeadMassage
219,CuttingInKitchen
220,HorseRace
221,FrisbeeCatch
222,SkateBoarding
223,WallPushups
224,StillRings
225,PlayingSitar
226,TaiChi
227,HulaHoop
228,CuttingInKitchen
229,Hammering
230,Archery
231,Billiards
232,SkyDiving
233,Billiards
234,SkyDiving
235,HammerThrow
236,Kayaking
237,HandStandWalking
238,JumpRope
239,PommelHorse
240,SalsaSpin
241,Billiards
242,PullUps
243,Biking
244,BreastStroke
245,ThrowDiscus
246,Drumming
247,ShavingBeard
248,Bowling
249,CliffDiving
250,Archery
251,BodyWeightSquats
252,FrisbeeCatch
253,Bowling
254,BandMarching
255,BasketballDunk
256,PommelHorse
257,RockClimbingIndoor
258,PizzaTossing
259,FrisbeeCatch
260,HeadMassage
261,Skijet
262,PommelHorse
263,PlayingViolin
264,Swing
265,BlowDryHair
266,BandMarching
267,Haircut
268,Punch
269,BlowDryHair
270,PullUps
271,ShavingBeard
272,Basketball
273,BalanceBeam
274,HorseRace
275,BabyCrawling
276,HighJump
277,Surfing
278,Swing
279,HandStandPushups
280,PullUps
281,YoYo
282,JumpRope
283,SoccerJuggling
284,Punch
285,CricketBowling
286,BenchPress
287,FrisbeeCatch
288,ApplyEyeMakeup
289,Basketball
290,HorseRiding
291,RopeClimbing
292,LongJump
293,BoxingSpeedBag
294,BalanceBeam
295,Kayaking
296,Billiards
297,TennisSwing
298,ApplyLipstick
299,Rafting
300,Skijet
301,RockClimbingIndoor
302,BoxingSpeedBag
303,Nunchucks
304,BlowDryHair
305,CricketShot
306,BenchPress
307,PushUps
308,Archery
309,Drumming
310,Drumming
311,WalkingWithDog
312,JavelinThrow
313,Archery
314,PlayingSitar
315,CliffDiving
316,Shotput
317,JugglingBalls
318,RockClimbingIndoor
319,HighJump
320,PlayingTabla
321,Rafting
322,PoleVault
323,PizzaTossing
324,CliffDiving
325,ShavingBeard
326,PullUps
327,BenchPress
328,GolfSwing
329,StillRings
330,RockClimbingIndoor
331,Skiing
332,Nunchucks
333,Bowling
334,BasketballDunk
335,SkyDiving
336,ApplyEyeMakeup
337,ApplyLipstick
338,IceDancing
339,Swing
340,SkyDiving
341,WallPushups
342,HandStandWalking
343,YoYo
344,HandStandPushups
345,JumpRope
346,Basketball
347,JumpRope
348,BodyWeightSquats
349,BoxingPunchingBag
350,UnevenBars
351,Haircut
352,HulaHoop
353,RockClimbingIndoor
354,PlayingPiano
355,FloorGymnastics
356,StillRings
357,HandStandPushups
358,CleanAndJerk
359,UnevenBars
360,Shotput
361,StillRings
362,BreastStroke
363,Shotput
364,JavelinThrow
365,Skijet
366,HandStandWalking
367,VolleyballSpiking
368,HorseRace
369,Shotput
370,Bowling
371,Surfing
372,RockClimbingIndoor
373,Rowing
374,GolfSwing
375,Punch
376,Basketball
377,BalanceBeam
378,BodyWeightSquats
379,Basketball
380,BlowingCandles
381,JavelinThrow
382,Rafting
383,Biking
384,Archery
385,SumoWrestling
386,JumpingJack
387,Archery
388,BoxingPunchingBag
389,BreastStroke
390,Archery
391,BenchPress
392,Haircut
393,MoppingFloor
394,TrampolineJumping
395,Bowling
396,SoccerPenalty
397,WritingOnBoard
398,Diving
399,CleanAndJerk
400,CricketBowling
401,PizzaTossing
402,FieldHockeyPenalty
403,PlayingGuitar
404,BreastStroke
405,PoleVault
406,Knitting
407,YoYo
408,WallPushups
409,PizzaTossing
410,Nunchucks
411,WalkingWithDog
412,PizzaTossing
413,Diving
414,PullUps
415,ParallelBars
416,Swing
417,GolfSwing
418,Diving
419,FieldHockeyPenalty
420,Kayaking
421,FloorGymnastics
422,BreastStroke
423,Fencing
424,Knitting
425,WritingOnBoard
426,Bowling
427,BreastStroke
428,CliffDiving
429,BlowDryHair
430,Swing
431,HorseRace
432,BalanceBeam
433,JumpingJack
434,BoxingPunchingBag
435,HorseRace
436,Punch
437,HandStandWalking
438,Skijet
439,Basketball
440,Surfing
441,FieldHockeyPenalty
442,Drumming
443,Swing
444,PommelHorse
445,Kayaking
446,Rafting
447,Rowing
448,JumpingJack
449,BlowingCandles
450,BlowingCandles
451,PommelHorse
452,GolfSwing
453,MoppingFloor
454,MoppingFloor
455,Basketball
456,Rafting
457,Basketball
458,Surfing
459,Kayaking
460,Surfing
461,JavelinThrow
462,PlayingDaf
463,CricketShot
464,SalsaSpin
465,ShavingBeard
466,JugglingBalls
467,PullUps
468,PlayingDhol
469,HorseRace
470,BabyCrawling
471,Knitting
472,Swing
473,WalkingWithDog
474,Kayaking
475,PlayingViolin
476,Biking
477,PlayingSitar
478,PoleVault
479,Skiing
480,Surfing
481,PlayingDaf
482,PlayingTabla
483,BlowingCandles
484,WalkingWithDog
485,RopeClimbing
486,Swing
487,ApplyLipstick
488,Hammering
489,PullUps
490,BabyCrawling
491,SalsaSpin
492,PizzaTossing
493,Archery
494,Swing
495,SumoWrestling
496,SkateBoarding
497,PlayingDaf
498,BoxingSpeedBag
499,HeadMassage
500,Basketball
501,JavelinThrow
502,TennisSwing
503,GolfSwing
504,BreastStroke
