0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
-16.343939,-16.7063,-7.9228354,8.564048,-5.2497334,-8.569104,1.4268899,5.134769,-5.7674646,2.2493875,-4.133757,0.14405622,0.3204472,-0.21104257,1.1170944,-0.31250152,-1.1126635,0.49673092,4.646653,0.08690934,5.0378017,0.55272675,-2.582881,-1.628053,-3.1994624,-1.0163856,0.80155754,1.1517559,-3.116114,-0.21771796,-0.886524,2.31448,-0.09361375,1.4868829,0.4507602,-2.31925,1.8369858,-2.0128384,1.2117097,-0.67029643,0.25322026,-2.7997723,-0.0544705,1.1952298,0.78873575,-2.6522286,-0.5177453,-0.47203892,-0.49571866,0.09039277,-1.859808,0.7198241,1.8513206,1.7053616,1.2121071,-1.3419689,0.27569863,-0.62967646,0.58807683,1.1708251,0.75458217,-0.64862317,1.6753405,1.7898322
-18.315237,-16.901297,-2.4796734,4.626721,-5.334572,-6.5315585,0.5783851,4.432593,-1.383497,-3.3872004,0.0117266625,0.6230964,3.4248195,-2.913188,1.2892594,-2.9135005,-3.5102677,0.04443724,-1.7477617,-0.7806134,0.5917081,2.9188256,-2.0399246,0.39094955,1.9838934,1.476676,-3.0553994,0.389723,-1.4355339,-1.0241443,-0.40666676,-1.105249,-3.257044,2.261821,0.88598275,0.6515673,0.6958139,-0.41158316,0.22240013,-0.68896145,-0.107170135,0.5424478,-1.3683925,-1.0993199,0.68440473,-2.3553739,-2.1095507,-0.17611462,-4.0630646,0.42370963,-0.61431783,0.13304865,2.0221667,-0.7896683,-1.4746022,0.49856013,0.29582363,1.9793855,-1.320045,0.85780364,-1.0558876,-0.0026040673,0.5981178,0.7604197
30.426882,0.667201,-20.591433,7.5945396,0.47477052,1.9517947,14.016304,-15.231526,6.4069977,4.9666915,2.766944,3.3141067,2.0629027,5.005373,-0.0067401007,0.46865383,-0.1906163,1.3809862,2.153998,-2.3459702,-2.2748187,0.73725426,0.36149794,-0.9846224,-1.251241,-6.275988,-0.62580484,-0.8151942,-3.0813918,2.438102,0.25521833,-0.92906725,-0.460507,-0.48583165,-1.5194716,1.5048511,-3.0304248,1.9121294,-1.4452235,-2.987567,0.0984231,-1.459326,0.47010943,-2.7006814,0.09118674,1.171507,2.0766935,0.46540448,1.6775508,-1.6057534,3.556961,-1.6590662,-0.25449312,-0.61253643,-0.72355556,-2.7425933,-0.47744575,-0.9079742,0.015683785,-0.5330091,-0.7272613,1.5060321,0.084175214,1.3342639
13.92428,6.8027215,-16.33926,7.3609567,15.563853,-9.318906,-6.0616584,0.29556647,-3.7958665,-3.789226,0.99689853,0.33623242,-5.8424315,6.3017488,4.996277,-9.588062,3.16468,-2.8414903,0.6568875,-4.7453065,-2.5241687,1.5413781,-4.1520014,-4.453173,3.1340795,0.6467227,-0.9686218,-1.0695245,-3.6421752,-2.0955317,-0.40378183,3.2682874,-1.7321432,-3.909302,-1.1169909,1.6087915,-0.7783771,-0.40498728,-1.7200582,-1.6019386,-2.6595733,-0.6744071,0.7225754,-0.18644169,-2.2051456,0.07870638,1.428132,-1.1571653,2.5725105,-0.12354347,-2.0420725,2.5399172,-0.091714576,-1.806989,0.503368,-0.2779074,-2.7278228,0.2237866,-2.6708305,1.3688104,0.75479305,2.5537128,0.74151456,-1.1890924
-6.765115,-5.3094354,-1.5520768,-12.70699,-12.142713,8.516998,-1.6932777,4.9391074,6.5461435,4.16092,-4.2587337,-2.964198,-0.21729119,-4.434291,0.5288764,3.7587032,1.5980892,0.9025754,-4.6325,-2.4391048,-2.794126,-0.67483103,0.81905955,0.45451358,-4.608899,0.38844526,0.558762,-3.1740289,-2.4312525,0.49757636,1.4162841,1.4305214,-1.7722471,-0.94061536,0.55452013,-1.3893031,0.4453242,1.8681251,3.2565064,-0.9983857,2.0407808,-1.5213573,-0.41294473,-1.5011482,1.1434484,-2.557806,-0.12707287,-1.1679581,0.3646264,-0.6134359,0.496566,-0.1579791,0.8305784,1.4575628,-0.05018858,-1.313036,-0.8076864,0.59562606,1.2760924,0.71377504,-1.0673331,0.116305366,-0.6285456,-0.57866627
20.435959,-2.286063,-11.659764,-3.1004643,-11.40572,1.7903206,-11.412634,9.520227,3.5977247,-3.0845575,1.7651842,-6.3248367,-2.8596683,0.6728101,1.7755275,0.71387845,1.8865403,0.8499558,1.530009,-2.618765,-2.3346462,-4.783467,-1.918401,-1.809479,-0.25643665,0.6463597,3.1272674,-2.5738025,-4.3067946,-0.6510686,-2.001094,2.2415092,0.8894083,-2.065235,0.24113016,0.4999051,-3.051403,-6.1696315,-0.8040622,1.0264997,0.014740333,-0.016031273,0.17995387,2.615107,-2.6260562,1.254469,1.0971748,0.6727952,1.3374746,1.1113112,-2.9429684,1.1564138,-0.012754431,-0.6982827,0.9482198,-0.56032515,1.1495141,1.6887596,-0.7257341,-0.72301656,-1.259017,0.41803712,-1.4088094,-0.7647083
13.760932,-0.2974932,6.014582,-8.129616,-2.493013,-5.8872204,3.436843,-7.218238,0.9202554,4.953264,-1.818543,3.0288625,-0.33876222,3.1075554,-5.2245836,-2.099117,-1.7387209,2.4998062,-1.3799777,-1.4999405,-2.5230112,-2.5257673,0.55534,0.7872445,0.2130152,0.41140285,-1.2236291,-3.3752623,-1.1857758,0.33085424,1.2783355,0.8344508,1.830097,-0.12566164,0.15518513,1.2664536,-2.6736124,-0.610432,-0.2733073,1.6509745,-0.2975569,1.9149002,-1.0272186,0.622255,-0.52351356,0.42422283,1.0236247,-0.50585794,-1.2145756,1.3375616,0.18805481,-0.92486066,0.1652064,-0.72310406,-0.78050184,-0.21683732,3.038372,-0.24773473,0.08718464,0.5702277,-0.72521895,0.45181915,0.18773554,-0.01718381
-10.678287,8.362664,-21.603527,7.0686536,1.5968527,17.207582,11.558841,-5.7134027,-0.5498775,4.696302,-6.838928,-3.1292067,3.7221975,3.6474519,1.9081144,2.4784791,-4.7302756,-0.27619076,0.41416955,3.5824244,0.7469273,2.7559762,2.297456,0.76989436,-0.8176789,-1.5954393,-4.413594,0.6367087,3.351896,-0.25364494,2.2099295,-0.46246853,-1.7884449,-0.83741903,-0.031128705,0.5289766,0.16516212,0.8665045,0.54000133,0.6908033,-0.45463738,0.018749315,-0.5283857,0.9813745,-1.5986323,1.991766,0.72074926,2.5628595,1.4797058,1.3023001,-1.4673233,3.9368637,-3.2933958,1.2897526,0.41579676,-1.6080762,-0.7445544,0.17130288,-0.64833367,0.9948373,1.6774821,-1.0013338,0.24448434,-2.348612
4.0723877,-1.1579256,-12.785647,-9.7688465,-9.112966,4.435989,5.918413,4.512901,0.4885671,-3.8546393,4.630065,-2.3470082,-4.8537354,1.3785131,0.6270364,1.9257423,-0.5644956,-1.6460986,1.541734,-1.2016098,-4.0450525,0.08699517,1.228708,-1.427584,-0.057631735,-1.1551208,-0.07563864,0.9247746,-0.97422355,-4.5419884,0.8985165,0.6145668,-0.016658261,0.7196188,0.6500223,1.8636482,-0.2872239,-1.3920497,2.9519906,-2.0955417,-1.8688309,-1.0668582,-2.8441017,-0.7135928,-0.48423746,1.4652591,-2.15937,1.8141344,-1.2901459,0.3132976,0.680962,0.07081009,-2.25223,-1.3699982,0.38722277,0.6158325,0.60772735,1.5986757,0.119574696,-0.6280145,-0.110588394,-1.6096425,1.398658,-0.5849834
26.594698,-3.3581142,-16.366959,8.699431,-3.461848,0.24574924,18.086302,-15.655319,4.927143,0.12744959,-3.335952,-0.47466594,3.520062,5.228786,-1.7525513,4.2248774,0.98946816,-2.7811084,1.0480726,0.2207117,2.1353672,-2.7499616,-1.3908869,1.7230695,3.2595496,-2.0426092,-5.2671747,1.2872819,-0.41889215,3.225235,2.3852286,-0.122952774,3.4855099,1.0607255,-1.7247391,-2.7838545,0.028479515,3.577526,-1.6716243,-0.06095945,-3.2268753,-2.997974,-0.28806967,-1.8672864,-0.0013971478,1.1980976,-0.027919598,1.4234703,0.09869096,2.2096372,1.9132442,1.726692,1.0876791,0.37445122,2.17669,-0.11851016,-1.5225573,1.7036867,-0.5920049,-0.89779043,0.45526955,-0.060574442,0.10791698,-1.5831366
14.272273,10.671298,-9.863982,-5.0917773,5.860186,3.2607741,1.7416894,-2.7432487,-10.859316,5.4267573,1.0775099,3.4106143,-2.701426,-4.069321,-7.9280663,-2.9128358,7.0165486,5.3420033,2.006022,1.2596552,-2.3056788,0.87933075,-2.308237,0.15959843,0.13486427,-2.547656,2.151347,0.97042835,-2.0602803,-1.268343,2.7133698,-0.036387667,-1.9834546,-0.8950222,1.3872486,0.15050593,-2.4353917,-1.8621235,-0.7394366,1.2144644,-0.9180337,1.5538945,0.5177779,-0.5882615,0.47719866,0.93336827,-0.3593892,-1.0185866,0.9284144,-0.27115285,-1.0023075,-1.5533,0.88009167,-1.9519582,0.06549695,-0.72177035,0.7123255,-1.2177432,-0.92737526,-0.5688808,-0.047062032,0.2825256,0.64482224,-1.3633164
18.69737,7.17845,-13.222433,-3.0611713,-10.470838,2.055764,-1.9400821,2.5349019,-8.597355,-3.957862,-5.003974,-4.940126,0.60933614,-6.241923,1.672593,2.576033,-0.64109075,2.4480102,0.6044425,0.89209557,-1.5542846,-3.2938817,-3.0448222,-4.8595095,-4.996632,2.845623,1.9433753,1.8415265,-1.2026289,3.7328522,-3.2090902,-0.3715437,-1.6001929,2.0588298,-0.26724562,-2.5600104,-2.4144118,-1.7194737,2.0655758,1.1831948,-2.427807,0.22764115,1.6057694,-1.6591271,0.7644927,-0.61794853,-0.053265303,1.0947528,-0.5277511,0.5124878,-1.6458397,0.5814815,0.47581303,-0.25276026,0.8560703,0.30955097,-0.7621878,-0.62602377,0.15810092,-0.28167123,-0.59459835,-1.3879508,0.082835555,0.536785
-10.091588,-0.111083776,-9.360625,-3.7996814,5.5829597,5.0561028,-4.029062,4.3544874,-0.36363485,-2.2853532,-3.4354126,-0.09845219,-0.017853238,4.012568,-1.1756793,1.7757125,-0.939729,1.3581012,0.56744665,1.7011677,-0.8451522,4.462322,-1.8654225,-1.6413646,-1.6990868,1.0667737,-1.2553062,1.0444189,2.2304409,-1.134258,0.8656427,-0.55142134,1.0663766,1.8843236,3.8097124,0.65994525,0.8508024,-1.4876722,1.1645306,0.9982518,0.43241754,-1.2303135,0.31868657,-1.1752453,1.8064977,1.5699674,-0.26221287,1.4722694,0.38821137,0.49899858,0.13313285,-0.55577785,-0.68751514,0.9507164,1.0733266,0.18578422,-1.3509496,1.3035784,0.35093325,-2.5734062,0.04641872,-0.88330597,1.3710681,-0.053066917
-7.807017,-2.351554,-7.619054,-4.05518,7.5474787,8.515085,-8.226334,3.2573442,-2.9569325,-1.1338993,-4.2441545,0.18050091,3.224321,1.5298333,0.76696384,5.3898582,-1.5513068,0.050001577,-1.048242,-4.3990164,3.3727942,1.02537,0.92681766,0.91541356,0.5411076,-2.1588142,-1.634248,3.0248368,2.3816948,-0.25791937,0.25695282,-0.995221,2.229839,0.23795551,-0.22857805,-2.43371,2.7324355,-2.8518643,1.3540862,-1.1788772,0.05218581,-2.203043,0.68291456,1.6624972,-0.6792036,-1.7082052,1.8927287,2.6339836,0.78546685,-0.16205123,-1.374809,0.23879218,-0.35289457,-0.7004272,0.77772033,-2.0170105,-0.7106369,2.0779047,0.7774164,-0.8144324,-0.62967396,0.44087833,0.25605056,-1.8299267
-17.14333,-9.665426,-7.230703,-5.8355703,-8.795279,2.8660662,10.518347,19.312162,3.0663571,-5.4255476,-2.636327,-1.2414509,-1.6596925,-2.6040444,-6.632885,2.2086282,0.7816213,0.39366996,0.61502594,0.31463188,6.1708736,-0.6986416,2.7568395,1.9777782,2.8064635,-0.7746357,0.6460171,-0.27183345,-1.1986219,-3.6677744,3.8216896,-2.0018766,-2.616478,-3.0116303,0.17016926,0.7453838,4.441484,0.74454373,1.4779176,2.7488472,-1.7371153,-0.9397805,1.1854186,-0.69518113,1.4706796,-0.96721125,2.2073398,-4.5615087,1.6851707,3.1664124,2.2431045,-1.1630781,2.1183686,-0.2589509,3.4099436,-2.2474663,1.1827024,-1.080352,-2.3619423,2.0433881,-0.8346052,2.9094672,-0.2262031,2.0846925
2.5526712,6.7889504,-5.1065464,-7.209902,-9.967076,-8.240055,-5.3815556,-1.9097873,2.0479722,1.0732055,6.217017,1.2117848,-0.49484769,0.40465158,-3.2246408,1.4860919,0.29433808,2.568843,-2.7453055,-2.513833,-3.3594208,-2.0298736,0.81760025,2.9045105,3.1913736,1.8751118,0.81734353,-0.3139817,-0.77039886,2.2899885,-4.117869,0.6214949,3.9125667,1.5350181,1.8803521,1.6288526,2.0033455,-0.45923105,2.6353755,-0.18316726,-1.4071443,-0.14836651,1.3752991,1.2568601,1.4947476,2.0135543,-0.5448238,1.1702473,0.95682406,-0.03342633,-0.00012720376,0.24338324,1.9789814,1.0379086,-1.308359,-1.4930911,0.673752,1.8836498,0.02590695,0.76643556,-0.70078707,-0.66792536,-0.050990105,-0.3530598
-7.2368526,9.040733,-11.891301,8.714688,-6.2772927,-4.4918246,-4.4719744,-4.8431454,7.5691743,-1.2035674,3.0380797,-7.8223715,-7.9068203,-5.1059847,-2.453091,-1.1822629,2.6903229,-0.9539877,-0.5362904,3.9074562,-2.3091972,-2.1226954,3.0191655,3.1310148,-1.1596918,-3.6114876,-3.6650555,3.7048085,-1.2575532,-1.1636744,3.9425952,0.5469305,2.1990328,3.609304,1.2965791,1.9122083,-0.13304266,-1.2695228,-0.19924831,-1.8274724,-1.0583178,-0.21552143,-0.07798286,2.7803223,-3.178047,1.2469786,-2.3918507,-0.66850847,-2.7395096,-1.381328,-1.1930737,2.386627,-0.10015939,2.1511066,2.4908147,-1.0488899,1.0249099,0.31687972,-1.8266562,-0.70024234,2.5279164,-0.96753305,0.9178323,0.30954623
-26.240957,-4.2928157,-8.480319,8.197302,-2.4590442,-10.184792,-9.21608,0.2016483,1.1795534,1.537201,0.77105457,-1.6817693,4.919305,7.6179786,-1.9400451,-0.082328334,2.8153794,3.0206265,4.332075,1.6670146,-6.9569907,2.0449102,-1.2705321,-2.7148552,-1.211463,3.678736,1.4009256,1.0064572,3.1809,0.21796405,0.6573584,-1.0993901,1.386144,0.47097915,2.4462752,2.8310025,0.707011,-0.8204906,-1.42808,1.5794477,2.7910209,2.9492505,5.428813,-3.87637,2.009306,-0.56907195,-1.594348,-2.0443306,-1.3136911,-0.71084374,0.87579757,0.007165462,1.3682798,1.1498313,-0.014130212,0.11700973,-1.1457268,1.0153574,0.0022551268,-3.0782623,1.4317882,0.08292642,2.3235638,-0.33332682
2.4655178,-4.3148994,-13.705015,-14.505385,-6.335766,3.7289531,4.87079,0.44764355,-0.09781201,2.1823623,1.8585482,-3.5972357,-3.9713867,2.9891865,3.1069229,-3.0290713,1.9761281,-0.6951835,-2.773869,2.7559016,0.30106416,7.110787,2.321332,0.05994758,-3.478459,-1.8405818,-2.1207259,1.0485387,2.7453535,0.26102868,1.5422087,0.4945525,-2.8306255,0.39728355,-1.0129675,2.448459,2.0100121,-0.92514527,-0.45500374,-2.5062485,-0.80099636,-3.712583,-2.2560005,0.016317379,-0.013775468,-1.2564265,0.34564614,1.0450859,-2.3795595,-0.4099806,-0.17268105,0.47202677,0.26112515,-0.4735223,0.23354362,0.25200617,0.4245218,2.258658,0.45466006,-0.20749459,-0.6034488,-1.479022,-0.5862253,0.23409905
22.012245,-17.909258,-3.4392228,-0.7203591,-0.22108856,-1.8900794,1.8404078,10.112913,4.272219,-0.08011816,1.9632424,2.0610514,-4.7210984,4.0713286,2.312404,-5.1445384,11.352377,-5.328456,2.389779,2.1987615,4.1916385,5.3469095,0.38993168,0.23796171,0.33637747,-1.9289098,-4.647271,0.029351383,1.7897468,4.4865456,-0.98075104,1.9074533,0.72892785,-3.0279899,-1.0457915,4.4180813,-4.4199824,4.7147293,-1.9036082,2.3104036,-0.9334452,-0.41344848,0.2567547,2.0425231,-0.8842977,-2.3375583,-0.8192882,-0.20328602,2.1917975,2.8383944,1.0642412,-3.8899162,0.44741166,2.1026642,-0.19174904,1.4385206,-0.4480735,-1.4553367,-1.3950771,-0.6586388,-1.1616389,1.4431455,1.1717643,0.79603624
24.490295,4.6666937,-9.813384,2.6972513,-4.7974987,0.8755884,-6.595385,-0.2547569,2.1285877,-1.3595667,-1.1822867,1.0685521,-3.1446598,3.165621,-2.2763186,-2.2012336,3.3810108,1.7181376,0.3297891,-0.85395914,-4.732372,0.9342319,0.22453867,-0.31739444,1.7022406,0.432757,-4.577219,1.0865093,-0.018998161,4.228113,-5.594895,0.07898624,-0.7185325,-0.65943176,-1.1704236,-3.6667593,1.7421347,0.13752067,0.5032036,1.6994522,-0.14900073,-0.19849601,-1.9401107,-0.22876307,0.93965095,0.91317487,0.39017397,1.5551907,-1.0307766,0.34830797,-0.33625177,-2.3809774,1.4046588,1.2372646,-0.40079433,-1.7353818,-1.1577334,0.28931648,-1.1648809,-0.55083776,-2.0628278,0.3750081,0.70934284,0.6848191
-18.488274,-31.386051,-8.160999,1.8670732,-4.6740932,5.977441,-3.469233,-3.070215,-15.826909,3.3191693,3.3146527,10.590146,-1.6352036,-0.5814904,5.9611983,-7.592025,5.672606,4.5784793,4.3449774,-2.6287284,4.5775123,-5.255145,5.4542785,10.2275715,-5.806885,5.4994216,-3.9468524,-0.1736093,6.603349,-5.64759,-1.1030824,-2.7574947,-1.8028107,-5.9975457,-1.3768877,-1.7752826,0.51282597,2.9502156,2.2113986,6.0870676,-2.8839307,2.9233005,-1.3816416,-2.052432,-3.2595093,1.0045621,0.33416653,1.7524668,1.7175415,-0.24254395,-1.7765733,-5.0402303,1.2537122,1.8456496,1.9779375,1.1107547,-0.45007795,-2.6337986,-0.64114195,-1.1298871,-5.1550794,2.2704825,-1.1812218,3.6319556
9.675453,-8.265768,-10.017081,-7.584319,3.393683,1.5012419,0.58055973,-6.106761,3.8178327,-4.421015,3.8835433,1.3511528,-1.2970829,1.0753162,0.84186584,-4.5416064,-2.781982,2.3172472,-3.5390282,-1.9326783,-1.7149061,-1.528203,-0.13374487,-2.2198403,-1.8918111,-0.8022588,2.2704706,-3.8725429,-2.1004863,-2.18959,3.5039055,0.37664106,0.05605128,-3.5567966,-0.8416942,-0.81898487,-2.3659356,-0.22982213,1.1892259,0.29735532,-0.98264724,3.3269877,0.66949373,-1.088209,0.44315046,0.9594611,-1.4624697,1.3720149,1.8006537,-0.06903337,-0.40807915,0.14523917,-0.23878723,-0.99021566,-0.28930253,-0.350169,-0.8615896,0.7557708,-1.6392388,-0.8379562,0.16468093,1.5049719,1.4867481,-0.88000953
18.314487,-9.692246,-11.433044,-0.22484331,-9.212266,-2.5988243,-6.5991607,5.267618,-3.6988206,-2.0771744,-0.6889397,0.4440906,5.9561186,-3.0880845,2.440982,1.673104,4.7134247,-0.18249778,-1.4100833,-5.484899,1.9896663,0.5062354,-4.8977075,-7.7038517,1.2740117,1.7029355,2.2146144,-3.2259684,1.2705238,-0.92008275,2.368445,1.2058651,-0.5244595,-2.3155918,0.5445981,0.31581104,-2.7806237,4.8421636,1.5623311,-0.351547,-2.1675005,-0.7300116,1.9937099,1.951665,-1.5947101,-0.5925497,1.942949,1.3747082,0.62967944,0.40122366,0.65114856,0.45372313,2.4731526,-0.754448,1.7990701,0.6180378,-0.06707525,0.8245844,0.36748433,0.1266482,1.2660159,2.3723414,-1.9049529,0.6196721
